"Ville","Secteur_activite","Type_contrat","Niveau_etudes","Experience","Langue","Teletravail"
"Marrakech","Gestion projet","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Tanger","Commercial","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","RH","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Rabat","Communication","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Call Centers (métiers de) - Commercial","CDI","Autre","Debutant","Français","Non"
"Casablanca","Gestion","Stage","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Call Centers (métiers de) - Commercial","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Gestion","CDI","Bac +5","Intermediaire","Anglais","Non"
"Casablanca","Audit","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Administration des ventes","CDI","Autre","Intermediaire","Anglais","Non"
"Casablanca","Call Centers (métiers de) - Secteur Centre d'appel","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Call Centers (métiers de) - Secteur Centre d'appel","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Call Centers (métiers de) - Commercial","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Rabat","Informatique","CDI","Bac +5","Intermediaire","Français","Non"
"Rabat","Informatique","CDI","Bac +5","Intermediaire","Anglais","Non"
"Rabat","Commercial","CDI","Bac +5","Intermediaire","Anglais","Non"
"Marrakech","Gestion projet","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Casablanca","Commercial","CDI","Bac +3","Intermediaire","Anglais Français","Non"
"Casablanca","Commercial","CDI","Bac +3","Intermediaire","Anglais","Non"
"Marrakech","Commercial","CDI","Bac +5","Expert ","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Achats","CDI","Bac +5","Senior","Anglais Français","Non"
"Casablanca","Gestion","Stage","Bac +3","Debutant","Français","Non"
"Casablanca","RH","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Production","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Call Centers (métiers de) - Secteur Centre d'appel","CDI","Bac +2","Debutant","Anglais","Non"
"Rabat","Informatique","CDI","Bac +5","Expert ","Anglais","Hybride"
"Casablanca","Informatique","CDI","Bac +5","Intermediaire","Anglais Français","Hybride"
"Casablanca","Production","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Audit","CDI","Bac +3","Intermediaire","Anglais","Non"
"Casablanca","Audit","CDI","Autre","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Gestion","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Assistanat de Direction","CDI","Bac +3","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Communication","CDI","Bac +5","Debutant","Anglais Français","Non"
"Agadir","Production","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Agadir","Production","CDI","Bac +2","Intermediaire","Anglais","Non"
"Agadir","Production","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Agadir","Production","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Agadir","Production","CDI","Bac +2","Senior","Anglais Français","Non"
"Agadir","Production","CDI","Bac +2","Intermediaire","Français","Non"
"Agadir","Production","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Marrakech","Administration des ventes","CDI","Bac +5","Senior","Français","Non"
"Marrakech","Gestion projet","CDI","Bac +5","Intermediaire","Anglais","Non"
"Marrakech","Méthodes","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Marrakech","Administration des ventes","CDI","Qualification avant Bac","Intermediaire","Anglais","Non"
"Marrakech","Administration des ventes","CDI","Bac +5","Senior","Français","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Achats","Intérim","Bac +5","Debutant","Anglais","Non"
"Casablanca","Marketing - Secteur Cosmétique","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Casablanca","Audit","CDI","Bac +5","Expert ","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Intermediaire","Français","Hybride"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Communication","Intérim","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Commercial","CDI","Bac +3","Debutant","Anglais","Non"
"Marrakech","Enseignement - Secteur Conseil","CDI","Bac +5","Senior","Français","Non"
"Casablanca","Production","CDD","Bac +2","Debutant","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Intermediaire","Anglais","Hybride"
"Casablanca","Achats","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","RH","CDI","Autre","Debutant","Français","Non"
"Casablanca","Call Centers (métiers de) - Secteur Centre d'appel -","Autre","Bac +3","Debutant","Anglais Français","Non"
"Casablanca","Gestion","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Commercial","CDI","Bac +3","Intermediaire","Anglais","Non"
"Casablanca","Logistique","CDI","Bac +5","Intermediaire","Français","Non"
"Agadir","Administration des ventes","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Audit","CDI","Bac +5","Intermediaire","Anglais","Non"
"Casablanca","Logistique","CDI","Bac +3","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Informatique","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Français","Hybride"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Logistique","CDI","Bac +3","Debutant","Français","Non"
"Rabat","Logistique","CDI","Bac +3","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Intermediaire","Anglais","Hybride"
"Casablanca","Call Centers (métiers de) - RH","CDI","Bac +3","Debutant","Anglais","Non"
"Casablanca","Informatique","Stage","Bac +5","Debutant","Anglais","Hybride"
"Casablanca","Achats","CDI","Bac +5","Intermediaire","Français","Non"
"Fès","Audit","CDI","Bac +5","Senior","Anglais Français","Non"
"Casablanca","Informatique","Stage","Bac +5","Debutant","Anglais","Hybride"
"Casablanca","Informatique","Stage","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Informatique","Stage","Bac +5","Debutant","Français","Non"
"Casablanca","Commercial","CDI","Autre","Intermediaire","Anglais Français","Non"
"Marrakech","Immobilier","CDI","Bac +3","Senior","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Agadir","Achats","CDI","Bac +2","Intermediaire","Français","Non"
"Agadir","Production","CDI","Bac +2","Intermediaire","Français","Non"
"Rabat","Informatique","CDI","Bac +5","Senior","Anglais","Hybride"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","RH","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Agadir","Environnement (métiers de l') - Secteur Extraction","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Rabat","Informatique","CDI","Bac +5","Senior","Anglais Français","Hybride"
"Rabat","Informatique","CDI","Bac +5","Senior","Anglais Français","Hybride"
"Agadir","Production","CDI","Bac +5","Senior","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Marrakech","Informatique","CDI","Autre","Intermediaire","Anglais Français","Non"
"Casablanca","Urbanisme","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Gestion","CDI","Bac +5","Senior","Anglais Français","Non"
"Casablanca","Communication","CDI","Bac +5","Intermediaire","Anglais","Non"
"Casablanca","Communication","CDI","Bac +5","Intermediaire","Anglais","Non"
"Agadir","Production","CDI","Bac +5","Senior","Français","Non"
"Casablanca","Achats","CDI","Bac +3","Intermediaire","Français","Non"
"Rabat","Gestion projet","CDI","Bac +5","Intermediaire","Français","Hybride"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Rabat","Informatique","CDI","Bac +5","Intermediaire","Anglais","Hybride"
"Casablanca","RH","CDI","Bac +5","Debutant","Français","Hybride"
"Casablanca","Gestion projet","CDD","Bac +5","Senior","Anglais","Non"
"Casablanca","Banque (métiers de la) - Secteur Banque","CDI","Bac +5","Senior","Anglais","Non"
"Rabat","Banque (métiers de la) - Secteur Banque","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Français","Hybride"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Fès","Production","CDI","Autre","Debutant","Anglais","Non"
"Oujda","Production","CDI","Bac +3","Intermediaire","Anglais","Non"
"Oujda","Production","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Agadir","RH","CDI","Autre","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Oujda","Logistique","CDI","Autre","Debutant","Anglais","Non"
"Rabat","Commercial","Autre","Bac +2","Debutant","Anglais","Non"
"Rabat","Télécoms","Stage","Bac +5","Debutant","Anglais","Hybride"
"Casablanca","Communication","CDI","Bac +3","Intermediaire","Anglais Français","Non"
"Marrakech","Commercial","CDI","Bac +3","Intermediaire","Anglais Français","Non"
"Marrakech","Enseignement - Secteur Enseignement","CDI","Bac +2","Intermediaire","Français","Non"
"Rabat","Gestion","CDI","Bac +5","Intermediaire","Français","Non"
"Casablanca","Commercial","Autre","Bac +3","Debutant","Anglais","Non"
"Rabat","Gestion","CDI","Bac +5","Intermediaire","Anglais","Non"
"Casablanca","Production","CDI","Bac +3","Intermediaire","Anglais Français","Non"
"Marrakech","Production","CDI","Qualification avant Bac","Intermediaire","Anglais Français","Non"
"Marrakech","RH","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Marrakech","Gestion projet","CDI","Bac +5","Intermediaire","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Français","Hybride"
"Casablanca","Enseignement - Gestion projet","CDD","Bac +5","Senior","Anglais Français","Non"
"Tanger","Hôtellerie","CDI","Bac +2","Intermediaire","Français","Non"
"Fès","Méthodes","CDI","Bac +5","Intermediaire","Anglais","Non"
"Tanger","Hôtellerie","CDI","Bac +2","Intermediaire","Français","Non"
"Tanger","Hôtellerie","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Achats","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Production","CDI","Bac +5","Senior","Anglais","Non"
"Rabat","Informatique","CDI","Bac +5","Senior","Français","Hybride"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Fès","Call Centers (métiers de) - Secteur Centre d'appel","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Marrakech","Gestion projet","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Anglais Français","Oui 100%"
"Casablanca","Informatique","CDI","Bac +5","Senior","Français","Oui 100%"
"Tanger","Marketing - Secteur Agence pub","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Intermediaire","Anglais","Hybride"
"Agadir","Gestion","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Audit","CDI","Bac +5","Intermediaire","Anglais","Non"
"Casablanca","Méthodes","CDI","Bac +5","Senior","Français","Non"
"Rabat","Caméraman","Stage","Bac +2","Debutant","Français","Non"
"Casablanca","Banque (métiers de la) - Secteur Banque","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Anglais","Oui 100%"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Informatique","CDI","Bac +5","Senior","Anglais Français","Oui 100%"
"Rabat","Informatique","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Marrakech","Gestion projet","CDI","Bac +5","Intermediaire","Français","Non"
"Casablanca","Assistanat de Direction","CDI","Bac +2","Debutant","Français","Non"
"Tanger","Commercial","CDI","Bac +3","Debutant","Anglais","Non"
"Casablanca","Audit","CDI","Bac +5","Senior","Français","Non"
"Casablanca","Audit","CDI","Bac +5","Intermediaire","Français","Non"
"Casablanca","Gestion","CDI","Bac +5","Senior","Anglais","Non"
"Marrakech","Direction des Ressources Humaines - Secteur Autres Industries","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Informatique","Autre","Autre","Intermediaire","Anglais Français","Hybride"
"Casablanca","Achats","CDI","Autre","Intermediaire","Anglais Français","Non"
"Casablanca","Achats","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Direction Financière - Secteur Immobilier","CDI","Bac +5","Senior","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Direction Informatique - Direction Technique","CDI","Bac +5","Expert ","Français","Non"
"Casablanca","Achats","CDI","Bac +3","Debutant","Anglais Français","Non"
"Casablanca","Commercial","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Commerce","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Banque","CDI","Autre","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Informatique","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Informatique","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Senior","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Assurance","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Télécommunications","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Comptabilité","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Autres","CDD","Autre","Debutant","Anglais","Non"
"Casablanca","Informatique","Intérim","Bac +2","Debutant","Anglais","Non"
"Casablanca","Tourisme","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Commerce","CDD","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Education","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","BTP","CDD","Autre","Debutant","Français","Non"
"Casablanca","Centres d'appels","Free Lance","Autre","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Comptabilité","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Fraichement diplômé","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Fraichement diplômé","Intérim","Bac +5","Debutant","Français","Non"
"Casablanca","Banque","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Assurance","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Industrie pétrolière","CDI","Bac +5","Intermediaire","Français","Non"
"Casablanca","Autres","Lettre d'Engagement","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Industrie automobile","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Autres","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Comptabilité","CDI","Bac +3","Intermediaire","Anglais Français","Non"
"Casablanca","Conseil","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Conseil","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Débutant (de 1 à 3 ans)","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Commerce","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Artisanat","CDD","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Sports","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Commerce","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Edition","CDI","Autre","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Débutant (de 1 à 3 ans)","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Conseil","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Autres","CDI","Bac +3","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +5","Debutant","Français","Non"
"Casablanca","Banque","Lettre d'Engagement","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Santé","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Informatique","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Junior (de 3 à 5 ans)","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Informatique","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Informatique","CDI","Bac +3","Debutant","Anglais","Non"
"Casablanca","Commerce","Intérim","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Informatique","CDI","Bac +2","Debutant","Français","Non"
